Error in AA type 1, iter: 6, info: 0, norm 9.48e+04
Error in AA type 1, iter: 7, info: 0, norm 1.37e+04
Error in AA type 1, iter: 6, info: 0, norm 4.74e+04
Error in AA type 1, iter: 7, info: 0, norm 1.80e+04
Error in AA type 1, iter: 66, info: 0, norm 2.71e+06
Error in AA type 1, iter: 67, info: 0, norm 3.68e+04
Error in AA type 1, iter: 68, info: 0, norm 1.72e+05
Error in AA type 1, iter: 69, info: 0, norm 9.65e+05
Error in AA type 1, iter: 70, info: 0, norm 1.29e+05
Error in AA type 1, iter: 71, info: 0, norm 3.86e+04
Error in AA type 1, iter: 72, info: 0, norm 4.08e+04
Error in AA type 1, iter: 73, info: 0, norm 2.86e+04
Error in AA type 1, iter: 74, info: 0, norm 3.02e+04
Error in AA type 1, iter: 75, info: 0, norm 3.12e+04
Error in AA type 1, iter: 76, info: 0, norm 5.09e+04
Error in AA type 1, iter: 77, info: 0, norm 3.47e+04
Error in AA type 1, iter: 78, info: 0, norm 1.09e+06
Error in AA type 1, iter: 79, info: 0, norm 5.02e+04
Error in AA type 1, iter: 80, info: 0, norm 1.95e+05
Error in AA type 1, iter: 81, info: 0, norm 2.74e+05
Error in AA type 1, iter: 82, info: 0, norm 4.94e+04
Error in AA type 1, iter: 83, info: 0, norm 1.93e+04
Error in AA type 1, iter: 84, info: 0, norm 2.78e+04
Error in AA type 1, iter: 86, info: 0, norm 4.56e+05
Error in AA type 1, iter: 87, info: 0, norm 3.16e+05
Error in AA type 1, iter: 88, info: 0, norm 9.33e+06
Error in AA type 1, iter: 89, info: 0, norm 2.77e+05
Error in AA type 1, iter: 90, info: 0, norm 1.33e+05
Error in AA type 1, iter: 91, info: 0, norm 3.58e+06
Error in AA type 1, iter: 92, info: 0, norm 4.16e+04
Error in AA type 1, iter: 93, info: 0, norm 2.12e+04
Error in AA type 1, iter: 2328, info: 0, norm 1.04e+04
Error in AA type 1, iter: 2377, info: 0, norm 1.43e+06
Error in AA type 1, iter: 4144, info: 0, norm 1.00e+04
Error in AA type 1, iter: 6, info: 0, norm 1.83e+04
Error in AA type 1, iter: 7, info: 0, norm 2.49e+04
Error in AA type 1, iter: 6, info: 0, norm 1.02e+04
Error in AA type 1, iter: 7, info: 0, norm 1.84e+04
Error in AA type 1, iter: 6, info: 0, norm 7.14e+04
Error in AA type 1, iter: 7, info: 0, norm 1.06e+04
Error in AA type 1, iter: 10, info: 0, norm 1.21e+04
Error in AA type 1, iter: 6, info: 0, norm 1.20e+04
Error in AA type 1, iter: 7, info: 0, norm 2.61e+04
Error in AA type 1, iter: 6, info: 0, norm 3.29e+04
Error in AA type 1, iter: 7, info: 0, norm 1.38e+04
Error in AA type 1, iter: 6, info: 0, norm 7.58e+04
Error in AA type 1, iter: 7, info: 0, norm 1.89e+04
Error in AA type 1, iter: 6, info: 0, norm 2.89e+04
Error in AA type 1, iter: 7, info: 0, norm 1.20e+04
Error in AA type 1, iter: 7, info: 0, norm 1.74e+04
Error in AA type 1, iter: 6, info: 0, norm 5.84e+04
Error in AA type 1, iter: 7, info: 0, norm 1.82e+04
Error in AA type 1, iter: 6, info: 0, norm 4.03e+04
Error in AA type 1, iter: 7, info: 0, norm 1.64e+04
Error in AA type 1, iter: 458, info: 0, norm 1.83e+04
Error in AA type 1, iter: 4368, info: 0, norm 3.77e+04
Error in AA type 1, iter: 4940, info: 0, norm 1.03e+04
Error in AA type 1, iter: 7, info: 0, norm 2.31e+04
Error in AA type 1, iter: 1249, info: 0, norm 1.73e+04
Error in AA type 1, iter: 1649, info: 0, norm 3.51e+04
Error in AA type 1, iter: 4309, info: 0, norm 1.02e+04
Error in AA type 1, iter: 4310, info: 0, norm 1.31e+04
Error in AA type 1, iter: 6, info: 0, norm 3.07e+04
Error in AA type 1, iter: 7, info: 0, norm 1.88e+04
Error in AA type 1, iter: 6, info: 0, norm 3.77e+04
Error in AA type 1, iter: 7, info: 0, norm 1.46e+04
Error in AA type 1, iter: 6, info: 0, norm 1.39e+04
Error in AA type 1, iter: 7, info: 0, norm 2.94e+04
Error in AA type 1, iter: 6, info: 0, norm 3.85e+04
Error in AA type 1, iter: 7, info: 0, norm 1.41e+04
Error in AA type 1, iter: 6, info: 0, norm 1.20e+05
Error in AA type 1, iter: 7, info: 0, norm 1.19e+04
Error in AA type 1, iter: 553, info: 0, norm 1.03e+04
Error in AA type 1, iter: 765, info: 0, norm 9.52e+04
Error in AA type 1, iter: 766, info: 0, norm 3.31e+04
Error in AA type 1, iter: 767, info: 0, norm 1.09e+05
Error in AA type 1, iter: 768, info: 0, norm 1.91e+05
Error in AA type 1, iter: 769, info: 0, norm 3.61e+04
Error in AA type 1, iter: 770, info: 0, norm 3.17e+04
Error in AA type 1, iter: 771, info: 0, norm 1.42e+04
Error in AA type 1, iter: 6, info: 0, norm 1.40e+05
Error in AA type 1, iter: 7, info: 0, norm 1.49e+04
Error in AA type 1, iter: 1000, info: 0, norm 1.02e+04
Error in AA type 1, iter: 1451, info: 0, norm 5.75e+04
Error in AA type 1, iter: 1649, info: 0, norm 1.16e+04
Error in AA type 1, iter: 1973, info: 0, norm 5.23e+04
Error in AA type 1, iter: 2887, info: 0, norm 3.37e+04
Error in AA type 1, iter: 2888, info: 0, norm 1.84e+04
Error in AA type 1, iter: 3799, info: 0, norm 6.49e+04
Error in AA type 1, iter: 3807, info: 0, norm 1.15e+04
Error in AA type 1, iter: 3909, info: 0, norm 2.06e+04
Error in AA type 1, iter: 4515, info: 0, norm 1.46e+04
Error in AA type 1, iter: 4625, info: 0, norm 3.73e+04
Error in AA type 1, iter: 4626, info: 0, norm 1.10e+04
Error in AA type 1, iter: 4627, info: 0, norm 3.44e+04
Error in AA type 1, iter: 4817, info: 0, norm 1.25e+04
Error in AA type 1, iter: 6, info: 0, norm 3.14e+04
Error in AA type 1, iter: 7, info: 0, norm 1.20e+04
Error in AA type 1, iter: 107, info: 0, norm 1.82e+04
Error in AA type 1, iter: 7, info: 0, norm 2.75e+04
Error in AA type 1, iter: 8, info: 0, norm 1.56e+04
Error in AA type 1, iter: 6, info: 0, norm 1.89e+05
Error in AA type 1, iter: 7, info: 0, norm 1.46e+04
Error in AA type 1, iter: 6, info: 0, norm 1.87e+04
Error in AA type 1, iter: 7, info: 0, norm 1.79e+04
Error in AA type 1, iter: 6, info: 0, norm 3.55e+04
Error in AA type 1, iter: 7, info: 0, norm 1.58e+04
Error in AA type 1, iter: 7, info: 0, norm 2.06e+04
Error in AA type 1, iter: 7, info: 0, norm 1.74e+04
Error in AA type 1, iter: 7, info: 0, norm 2.67e+05
Error in AA type 1, iter: 6, info: 0, norm 1.61e+04
Error in AA type 1, iter: 7, info: 0, norm 1.54e+04
Error in AA type 1, iter: 6, info: 0, norm 1.14e+04
Error in AA type 1, iter: 7, info: 0, norm 2.37e+04
Error in AA type 1, iter: 514, info: 0, norm 1.58e+04
Error in AA type 1, iter: 2154, info: 0, norm 1.34e+04
Error in AA type 1, iter: 6, info: 0, norm 9.06e+04
Error in AA type 1, iter: 7, info: 0, norm 1.42e+04
Error in AA type 1, iter: 7, info: 0, norm 1.56e+04
Error in AA type 1, iter: 7, info: 0, norm 2.03e+04
Error in AA type 1, iter: 8, info: 0, norm 3.42e+04
Error in AA type 1, iter: 10, info: 0, norm 1.24e+04
Error in AA type 1, iter: 667, info: 0, norm 1.67e+05
Error in AA type 1, iter: 1443, info: 0, norm 1.79e+04
Error in AA type 1, iter: 6, info: 0, norm 1.79e+04
Error in AA type 1, iter: 7, info: 0, norm 1.72e+04
Error in AA type 1, iter: 6, info: 0, norm 1.75e+04
Error in AA type 1, iter: 7, info: 0, norm 1.90e+04
Error in AA type 1, iter: 1482, info: 0, norm 1.09e+04
Error in AA type 1, iter: 6, info: 0, norm 5.21e+04
Error in AA type 1, iter: 7, info: 0, norm 1.48e+04
Error in AA type 1, iter: 6, info: 0, norm 4.51e+04
Error in AA type 1, iter: 7, info: 0, norm 1.63e+04
Error in AA type 1, iter: 6, info: 0, norm 2.03e+04
Error in AA type 1, iter: 7, info: 0, norm 1.97e+04
Error in AA type 1, iter: 2033, info: 0, norm 2.19e+04
Error in AA type 1, iter: 2053, info: 0, norm 1.14e+04
Error in AA type 1, iter: 2502, info: 0, norm 1.96e+04
Error in AA type 1, iter: 3223, info: 0, norm 2.86e+04
Error in AA type 1, iter: 6, info: 0, norm 7.97e+04
Error in AA type 1, iter: 7, info: 0, norm 1.67e+04
Error in AA type 1, iter: 6, info: 0, norm 3.06e+04
Error in AA type 1, iter: 7, info: 0, norm 1.23e+04
Error in AA type 1, iter: 6, info: 0, norm 1.78e+04
Error in AA type 1, iter: 7, info: 0, norm 2.57e+04
Error in AA type 1, iter: 6, info: 0, norm 1.75e+05
Error in AA type 1, iter: 7, info: 0, norm 1.71e+04
Error in AA type 1, iter: 6, info: 0, norm 1.05e+04
Error in AA type 1, iter: 7, info: 0, norm 2.39e+04
Error in AA type 1, iter: 6, info: 0, norm 1.51e+04
Error in AA type 1, iter: 7, info: 0, norm 2.83e+04
Error in AA type 1, iter: 6, info: 0, norm 8.82e+04
Error in AA type 1, iter: 7, info: 0, norm 1.65e+04
Error in AA type 1, iter: 6, info: 0, norm 8.05e+04
Error in AA type 1, iter: 7, info: 0, norm 1.61e+04
Error in AA type 1, iter: 6, info: 0, norm 1.24e+04
Error in AA type 1, iter: 7, info: 0, norm 3.03e+04
Error in AA type 1, iter: 6, info: 0, norm 1.20e+04
Error in AA type 1, iter: 7, info: 0, norm 1.55e+04
Error in AA type 1, iter: 6, info: 0, norm 1.80e+04
Error in AA type 1, iter: 7, info: 0, norm 1.98e+04
Error in AA type 1, iter: 6, info: 0, norm 3.34e+04
Error in AA type 1, iter: 7, info: 0, norm 1.98e+04
Error in AA type 1, iter: 6, info: 0, norm 5.09e+04
Error in AA type 1, iter: 7, info: 0, norm 1.81e+04
Error in AA type 1, iter: 6, info: 0, norm 3.55e+04
Error in AA type 1, iter: 7, info: 0, norm 1.30e+04
Error in AA type 1, iter: 6, info: 0, norm 1.91e+04
Error in AA type 1, iter: 7, info: 0, norm 2.13e+04
Error in AA type 1, iter: 6, info: 0, norm 1.53e+04
Error in AA type 1, iter: 7, info: 0, norm 1.45e+04
Error in AA type 1, iter: 6, info: 0, norm 1.17e+05
Error in AA type 1, iter: 7, info: 0, norm 1.61e+04
Error in AA type 1, iter: 227, info: 0, norm 1.41e+04
Error in AA type 1, iter: 378, info: 0, norm 1.12e+04
Error in AA type 1, iter: 1409, info: 0, norm 1.11e+04
Error in AA type 1, iter: 1545, info: 0, norm 1.64e+04
Error in AA type 1, iter: 3482, info: 0, norm 8.35e+04
Error in AA type 1, iter: 4331, info: 0, norm 1.18e+04
Error in AA type 1, iter: 52, info: 0, norm 1.81e+04
Error in AA type 1, iter: 6, info: 0, norm 1.35e+04
Error in AA type 1, iter: 7, info: 0, norm 2.12e+04
Error in AA type 1, iter: 6, info: 0, norm 2.05e+04
Error in AA type 1, iter: 7, info: 0, norm 1.98e+04
Error in AA type 1, iter: 6, info: 0, norm 4.13e+04
Error in AA type 1, iter: 7, info: 0, norm 1.76e+04
Error in AA type 1, iter: 6, info: 0, norm 6.01e+04
Error in AA type 1, iter: 7, info: 0, norm 1.29e+04
Error in AA type 1, iter: 459, info: 0, norm 1.61e+04
Error in AA type 1, iter: 821, info: 0, norm 1.01e+04
Error in AA type 1, iter: 822, info: 0, norm 1.88e+04
Error in AA type 1, iter: 1060, info: 0, norm 1.10e+04
Error in AA type 1, iter: 1686, info: 0, norm 3.52e+04
Error in AA type 1, iter: 1727, info: 0, norm 3.43e+04
Error in AA type 1, iter: 3208, info: 0, norm 3.97e+04
Error in AA type 1, iter: 3241, info: 0, norm 3.12e+05
Error in AA type 1, iter: 3242, info: 0, norm 1.04e+04
Error in AA type 1, iter: 3451, info: 0, norm 1.31e+04
Error in AA type 1, iter: 3733, info: 0, norm 1.78e+04
Error in AA type 1, iter: 4867, info: 0, norm 1.44e+05
Error in AA type 1, iter: 6, info: 0, norm 9.54e+04
Error in AA type 1, iter: 7, info: 0, norm 1.71e+04
Error in AA type 1, iter: 6, info: 0, norm 4.55e+04
Error in AA type 1, iter: 7, info: 0, norm 1.72e+04
Error in AA type 1, iter: 414, info: 0, norm 3.40e+04
Error in AA type 1, iter: 2845, info: 0, norm 2.35e+05
Error in AA type 1, iter: 3054, info: 0, norm 1.06e+04
Error in AA type 1, iter: 3420, info: 0, norm 2.37e+04
Error in AA type 1, iter: 4923, info: 0, norm 1.03e+06
Error in AA type 1, iter: 6, info: 0, norm 1.21e+05
Error in AA type 1, iter: 7, info: 0, norm 1.44e+04
Error in AA type 1, iter: 6, info: 0, norm 1.31e+04
Error in AA type 1, iter: 7, info: 0, norm 1.48e+04
Error in AA type 1, iter: 7, info: 0, norm 3.65e+04
Error in AA type 1, iter: 7, info: 0, norm 2.94e+04
Error in AA type 1, iter: 7, info: 0, norm 1.25e+04
Error in AA type 1, iter: 6, info: 0, norm 1.13e+04
Error in AA type 1, iter: 7, info: 0, norm 2.42e+04
Error in AA type 1, iter: 189, info: 0, norm 1.75e+04
Error in AA type 1, iter: 193, info: 0, norm 1.16e+04
Error in AA type 1, iter: 575, info: 0, norm 1.30e+04
Error in AA type 1, iter: 38, info: 0, norm 3.17e+04
Error in AA type 1, iter: 39, info: 0, norm 1.82e+04
Error in AA type 1, iter: 6, info: 0, norm 2.46e+04
Error in AA type 1, iter: 7, info: 0, norm 1.63e+04
Error in AA type 1, iter: 7, info: 0, norm 1.59e+05
Error in AA type 1, iter: 8, info: 0, norm 3.19e+04
Error in AA type 1, iter: 7, info: 0, norm 2.61e+04
Error in AA type 1, iter: 6, info: 0, norm 2.37e+04
Error in AA type 1, iter: 7, info: 0, norm 2.44e+04
Error in AA type 1, iter: 6, info: 0, norm 1.36e+04
Error in AA type 1, iter: 7, info: 0, norm 3.25e+04
Error in AA type 1, iter: 6, info: 0, norm 1.01e+04
Error in AA type 1, iter: 7, info: 0, norm 8.68e+04
Error in AA type 1, iter: 41, info: 0, norm 2.77e+04
Error in AA type 1, iter: 42, info: 0, norm 3.07e+04
Error in AA type 1, iter: 43, info: 0, norm 2.43e+04
Error in AA type 1, iter: 44, info: 0, norm 3.07e+05
Error in AA type 1, iter: 45, info: 0, norm 2.34e+04
